fc_trans,NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,num_arms,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_choose_same1,dummy_choose_same2,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,dummy_choose_same3,dummy_trabajo9,fee,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
1944.4713,-902248674659e7,3591868,0,0,1,0,0,0,1,0,0,0,0,0,710,100,45,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,48.17647970200318,9448.981610924218,0.6745596492788297
2727.1826,-902248674659e7,3591866,0,0,1,0,0,0,1,0,0,0,0,0,990,100,45,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,32.99459328137835,11903.890189045533,0.6868901712682226
4208.4468,-902248674659e7,3591867,0,0,1,0,0,0,1,0,0,0,0,0,1530,100,45,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,7.265521137337283,37345.183562356026,0.6895059646314201
758.25854,-90181022276e8,80117884,0,0,0,0,0,1,0,0,0,0,1,0,610,100,42,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,-27.031343651699665,3061.0466476083293,0.3727545466756718
1604.3356,-90072415871e8,10462474,0,0,0,0,1,0,0,0,0,0,0,1,1500,100,24,1,2,0.14285715,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,-63.70906541482424,3310.4138754688493,0.4482823467626251
3083.5579,-899104389128e7,80118770,0,1,0,0,0,0,0,0,0,0,1,0,2470,80,45,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,60.178123596173734,7385.701984114725,0.48015454802315466
2706.1467,-897006696037e7,3592101,0,1,0,0,0,0,1,0,0,0,0,0,2180,50,66,1,1,0.14285715,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-41.22220064407618,24372.604636622586,0.6114777547450945
1142.8572,-896701191091e7,80118618,0,0,1,0,0,0,0,0,0,0,1,0,800,100,46,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,-32.83578608890953,6155.596885138826,0.4386997372280406
959.14899,-896449096822e7,78133294,0,1,0,0,0,0,0,0,0,1,0,0,860,75,25,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-39.21271804830512,1980.6819896229372,0.43517187132499524
2318.9993,-895025461256e7,42124383,0,0,0,0,0,1,0,0,1,0,0,0,1960,100,60,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,-44.999237638561695,12038.647594333968,0.3944786972623028
3016.5286,-8.9454394518799995e+018,80117915,1,0,0,0,0,0,0,0,0,0,1,0,2590,100,48,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,26.39142799492378,31119.72996682793,0.375368656852101
3487.9326,-894540556633e7,3594094,0,0,0,1,0,0,1,0,0,0,0,0,2800,90,35,1,1,0.2857143,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,94.15849156660035,12868.176167812679,0.4252045880927565
4081.6626,-894540556633e7,3594093,0,0,0,1,0,0,1,0,0,0,0,0,3280,90,35,1,1,0.2857143,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,127.98580037593815,69496.14270100104,0.42653380766756427
728.57141,-893172895562e7,78134579,0,0,0,0,0,1,0,0,0,1,0,0,510,100,45,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,-52.52850128039163,1576.0251908871323,0.3727598229787195
771.8913,-891435295223e7,42124589,0,1,0,0,0,0,0,0,1,0,0,0,690,100,38,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,-16.0585327293266,2008.9330400750268,0.35023976442753413
4695.29,-891013129704e7,5514472,0,0,0,0,0,1,0,1,0,0,0,0,2810,65,37,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.9662010666321882,14635.57646649917,0.5244479631534974
1480.847,-891013129704e7,5514473,0,0,0,0,0,1,0,1,0,0,0,0,880,65,37,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-102.51291915356126,4441.095704322502,0.5570969233233146
679.54932,-889904417702e7,3595237,0,1,0,0,0,0,1,0,0,0,0,0,550,100,37,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,-4.513505952539746,4317.072806740691,0.5613480674163503
1969.4457,-8.8915331086000005e+018,42125786,0,0,0,0,1,0,0,0,1,0,0,0,1530,100,30,1,1,0.14285715,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,-112.84410111031997,6062.1907595273315,0.4932414506500736
668.4541,-888315713377e7,78133246,1,0,0,0,0,0,0,0,0,1,0,0,450,100,60,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,-9.33088699902416,2198.359552853368,0.41845770653172454
8284.5459,-887980610533e7,78133302,0,1,0,0,0,0,0,0,0,1,0,0,3040,100,39,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,71.7409703565219,10171.91962984603,0.4447890902093346
3588.4229,-887874720489e7,42124998,1,0,0,0,0,0,0,0,1,0,0,0,1830,90,39,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,-107.73637499374463,4979.680946294766,0.4475074336146022
1300,-887105422019e7,3594345,0,0,1,0,0,0,1,0,0,0,0,0,910,90,29,1,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-61.963664011298725,8728.978142676207,0.47875354139741666
414.28571,-886676045667e7,3586696,0,0,0,0,0,1,1,0,0,0,0,0,290,100,48,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-24.340414776591114,2552.996455663857,0.4737760274235145
543.81635000000006,-8.8532605513999995e+018,42124869,0,0,0,1,0,0,0,0,1,0,0,0,470,100,31,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,-32.67060105677348,11866.86830940916,0.37515129829603544
861.18127,-885053001186e7,42123588,0,1,0,0,0,0,0,0,1,0,0,0,800,100,73,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4.715528449967753,8064.361883167197,0.5079686777621986
915.9671,-881923817403e7,78134815,0,1,0,0,0,0,0,0,0,1,0,0,830,100,81,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,26.324713021944962,1913.3977932351463,0.4959217392381628
1928.4742,-881239379329e7,80117111,0,0,0,0,0,1,0,0,0,0,1,0,1280,100,50,1,3,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,-90.01256090970321,3396.8511139323928,0.4779702150447615
1828.5714,-880112004998e7,78134335,0,0,0,1,0,0,0,0,0,1,0,0,1280,90,37,1,1,0.2857143,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,-96.12569016220289,20984.0124430291,0.3750887992023816
2707.9734,-8.7820323257999995e+018,10462438,0,0,0,1,0,0,0,0,0,0,0,1,2000,100,39,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,13.64968349764454,8694.388610442791,0.3072094510735628
1714.2858,-877932803427e7,80117948,0,1,0,0,0,0,0,0,0,0,1,0,1200,100,29,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,-63.38385041166383,3010.985153883157,0.4181549678947453
591.66852,-876322753681e7,80118817,0,0,0,0,1,0,0,0,0,0,1,0,470,100,50,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-35.57470158426178,2568.5684630484093,0.5356521152403103
3304.7891,-876040368353e7,78134238,1,0,0,0,0,0,0,0,0,1,0,0,3150,75,30,1,1,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,-75.09193499031731,50234.22974881021,0.4302669848953911
959.0683,-875507827006e7,80117050,0,0,1,0,0,0,0,0,0,0,1,0,440,90,60,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-80.66440752509847,5644.956501431397,0.4093513642835598
3608.9529000000002,-874851245055e7,5524169,0,0,0,0,0,1,0,1,0,0,0,0,1830,80,49,1,1,0.2857143,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,-124.82872121263448,4087.543399079693,0.4666445979348438
6474.8257,-874851245055e7,5524167,0,0,0,0,0,1,0,1,0,0,0,0,3810,80,49,1,1,0.2857143,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,-42.30048818078923,25012.06745868436,0.46756046703415216
3654.3472,-874851245055e7,5524168,0,0,0,0,0,1,0,1,0,0,0,0,2150,80,49,1,1,0.2857143,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,-81.57896786965267,13386.294048990054,0.4753261128448411
2142.8572,-874081601183e7,78133298,0,1,0,0,0,0,0,0,0,1,0,0,1500,100,68,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-21.135838228702696,5453.75637085243,0.5373417185499761
6295.8042,-8.7271887025999995e+018,3595417,0,0,1,0,0,0,1,0,0,0,0,0,3290,100,37,1,1,0.2857143,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,69.59887413894373,73423.81193887584,0.45146969087447686
8461.6758,-8.7271887025999995e+018,3595416,0,0,1,0,0,0,1,0,0,0,0,0,4430,100,37,1,1,0.2857143,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,9.923111575521382,60374.53993448266,0.4567498146713927
1114.2858,-871963952293e7,5522692,0,0,1,0,0,0,0,1,0,0,0,0,780,30,56,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,-54.483163272508946,3137.4991741324184,0.5342584702030041
