fc_trans,NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,num_arms,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_choose_same1,dummy_choose_same2,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,dummy_choose_same3,dummy_trabajo9,fee,sum_p_c,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
1632.578,-570557461954e7,78133725,0,0,0,0,1,0,0,0,0,1,0,0,470,50,40,1,1,0.5714286,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,39.3675294658352,1868.302985194765,0.5082664235273934
1714.2858,-5.6791972966000005e+018,3594092,0,0,0,1,0,0,1,0,0,0,0,0,400,100,61,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,59.1715145827915,4515.073095184639,0.4937283053342016
2031.1003,-567839515525e7,80117320,0,0,0,0,0,1,0,0,0,0,1,0,790,100,29,1,2,0.85714287,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,187.17999,73.76992201325552,5269.0071460450345,0.4102004438566006
4658.7515,-566996283383e7,80118926,0,0,1,0,0,0,0,0,0,0,1,0,3270,100,52,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2940.8601,-45.85488468604994,18233.622702373315,0.43493810718024895
2728.5415,-566904194737e7,78132750,0,1,0,0,0,0,0,0,0,1,0,0,950,90,29,1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,42.7513356916221,2229.957248557703,0.434255610074334
1872.2001,-566752092613e7,80117067,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,39,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1655.2101,43.3543187392264,1343.7363788642833,0.35685597680482856
544.72998,-5.6545113328399995e+018,78132731,0,0,0,0,0,1,0,0,0,1,0,0,390,100,27,1,1,0.2857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,482.39999,32.02689153923906,926.8612792676558,0.44923444302325494
2165.1902,-565419324693e7,10464304,1,0,0,0,0,0,0,0,0,0,0,1,2000,100,38,1,1,0.2857143,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,2097.8601,20.737518289203436,6439.158600918074,0.4276967098162283
3452.6729,-564976792141e7,80117299,0,0,0,0,1,0,0,0,0,0,1,0,800,100,59,2,2,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,406.87,24.658602504029034,1810.6979299614877,0.5470174314170786
2142.8572,-564679036529e7,10462946,0,0,1,0,0,0,0,0,0,0,0,1,740,100,21,1,1,0.42857143,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,13.683824609116119,4393.127151572619,0.41254928705949173
835.95001,-564555476208e7,80116979,1,0,0,0,0,0,0,0,0,0,1,0,640,100,60,1,2,0.14285715,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,763.62,50.36145060075135,699.7972900784225,0.4908327702506055
3153.01,-563773852184e7,10464303,1,0,0,0,0,0,0,0,0,0,0,1,2660,100,61,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2957.02,-49.554403284926046,5942.18874139971,0.41407617125529605
1709.08,-562971620912e7,10463007,0,0,0,1,0,0,0,0,0,0,0,1,1420,100,70,2,3,0.14285715,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1646.75,64.778357241855,2438.969190322973,0.34614165464886654
1291.59,-562971620912e7,10463006,0,0,0,1,0,0,0,0,0,0,0,1,1060,100,70,2,3,0.14285715,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1229.26,63.75660432583341,2918.4684465223736,0.34855228660525267
1142.8572,-562637701216e7,78134030,0,1,0,0,0,0,0,0,0,1,0,0,510,50,39,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,33.86084192352336,1144.256383500288,0.46117587461427473
1428.5714,-562313299875e7,5514154,0,0,0,0,1,0,0,1,0,0,0,0,1340,50,27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,82.9291630993487,2663.993341029678,0.4414016134510662
2614.2856,-562197448861e7,78136001,0,0,1,0,0,0,0,0,0,1,0,0,610,100,24,1,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,15.328471074240246,2184.771939673743,0.42584659352216725
5714.2856,-56217870111e8,3595833,0,0,0,1,0,0,1,0,0,0,0,0,2820,100,21,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,60.17481807538515,11581.96840739925,0.4121055282923516
7142.8569,-5.6027082108400005e+018,10463042,0,1,0,0,0,0,0,0,0,0,0,1,2640,80,33,1,1,0.2857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,141.2449258415266,17079.89419401321,0.40206093037297325
2143.4885,-559539740526e7,78134486,0,0,1,0,0,0,0,0,0,1,0,0,820,100,28,1,1,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,438.39999,22.67327937825206,6130.296804840112,0.44866693381676737
1e3,-557391175143e7,80117703,0,0,0,0,0,1,0,0,0,0,1,0,710,100,19,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,26.883360941421262,4858.531130594233,0.4164679790826504
2857.1428,-556938564202e7,78134126,0,0,0,1,0,0,0,0,0,1,0,0,1060,80,19,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,-2.98631363973591,1632.5421324678764,0.4014386605341603
5327.3301,-556062306618e7,80118595,0,1,0,0,0,0,0,0,0,0,1,0,4510,90,84,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,5265,175.3061114082281,90927.35981983959,0.5099668194424398
1883.85,-555878977304e7,42124872,0,0,0,0,1,0,0,0,1,0,0,0,1320,100,23,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1542.2,29.57774539062237,5843.436200441605,0.5133001554738292
1225.08,-554086236119e7,42124224,0,0,0,0,1,0,0,0,1,0,0,0,930,100,28,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1152.75,32.42867909709952,1876.0369123084715,0.6161960247983428
1249.87,-554086236119e7,42124225,0,0,0,0,1,0,0,0,1,0,0,0,950,100,28,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1177.54,38.808897948839345,1782.6880199401846,0.6245800997257611
1534.97,-554086236119e7,42124226,0,0,0,0,1,0,0,0,1,0,0,0,1180,100,28,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1462.64,24.818413699788028,5989.309072067859,0.6027385116779438
4516.0601,-553910296456e7,42126601,0,0,0,0,0,1,0,0,1,0,0,0,3910,100,29,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,4453.73,3.7315255664127287,27060.352113097917,0.3675201897604201
2410.7698,-551733797653e7,78136220,0,1,0,0,0,0,0,0,0,1,0,0,1790,90,27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2099.1199,47.34514925498295,7700.81105790886,0.43072770881988304
2914.2856,-551733797653e7,78136221,0,1,0,0,0,0,0,0,0,1,0,0,680,90,27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,41.51587526743955,9529.819661957268,0.423736773166629
1730.25,-551618183446e7,80116760,0,0,0,0,0,1,0,0,0,0,1,0,1350,100,57,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1662.92,28.179045897998535,1035.9148389505444,0.46822594579437693
4547.1401,-550848587696e7,3594433,0,1,0,0,0,0,1,0,0,0,0,0,3820,100,75,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,4439.8101,-31.199820843035663,32842.54566728138,0.564626153274227
1278.1,-5.5072841478000005e+018,10462922,0,1,0,0,0,0,0,0,0,0,0,1,710,100,29,1,2,0.14285715,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,841.78998,27.41670273563863,2267.5740271423792,0.4571428097395405
1706.9701,-550603819969e7,80116893,0,0,0,1,0,0,0,0,0,0,1,0,1070,100,30,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1574.3101,18.516185423797157,1090.581409677643,0.35361243157127337
2060.0801,-550603819969e7,80116895,0,0,0,1,0,0,0,0,0,0,1,0,1310,100,30,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1927.42,27.069824180107062,1245.5604400821558,0.3715294072669322
3333.0901,-550603819969e7,80116894,0,0,0,1,0,0,0,0,0,0,1,0,2160,100,30,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,3067.77,-62.79043003259867,8995.295656199465,0.34719578349991026
416.62,-549999507582e7,10462948,0,0,1,0,0,0,0,0,0,0,0,1,160,100,59,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,214.63,13.045732372054642,1540.0239518175613,0.4088768052612789
13803.796,-5.4977786834800005e+018,10462916,0,1,0,0,0,0,0,0,0,0,0,1,5910,100,55,3,3,0.5714286,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,7964.8501,798.9984947244056,369525.9791937598,0.4769193832931438
5714.2856,-5.4977786834800005e+018,10462917,0,1,0,0,0,0,0,0,0,0,0,1,2410,100,55,3,3,0.5714286,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,103.90197847145895,52427.51316668949,0.4782016233446167
5670.4258,-5.4854087560399995e+018,78131738,0,0,0,1,0,0,0,0,0,1,0,0,1240,100,58,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,293.81,57.73681218939005,3465.1977273587345,0.3299386199693544
4453.5103,-5.4854087560399995e+018,78131735,0,0,0,1,0,0,0,0,0,1,0,0,2920,100,58,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,4328.8501,-115.75859715416159,17964.786085713244,0.36321453865943265
1238.2157,-5.4854087560399995e+018,78131736,0,0,0,1,0,0,0,0,0,1,0,0,260,100,58,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,61.599998,20.755596133801667,1096.093604994494,0.38673465052273603
5353.8359,-5.4854087560399995e+018,78131737,0,0,0,1,0,0,0,0,0,1,0,0,1170,100,58,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,277.22,7.509337894455976,3173.23921696405,0.33813942111968986
2263.7344,-548451081742e7,10463070,0,0,1,0,0,0,0,0,0,0,0,1,690,100,50,1,2,0.85714287,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,915.69,28.296643030139357,2702.1132018989542,0.42789183384225
1134.9299,-547927472407e7,78133893,0,0,0,1,0,0,0,0,0,1,0,0,840,100,51,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1072.6,16.858998968947336,1098.8740169199434,0.37056823146002676
4954.5771,-547927472407e7,78133892,0,0,0,1,0,0,0,0,0,1,0,0,1750,100,51,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,868.40002,-13.726324927559546,4517.43087747481,0.3759690145892983
8878.9375,-547847251554e7,78136118,0,1,0,0,0,0,0,0,0,1,0,0,1830,100,50,1,2,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,901.42004,193.52383472800025,16709.17736348381,0.3962089361898841
9213.417,-547847251554e7,78136117,0,1,0,0,0,0,0,0,0,1,0,0,1900,100,50,1,2,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,935.90002,258.5442668385009,18507.589292598415,0.3924921990190859
10407.996,-547847251554e7,78136119,0,1,0,0,0,0,0,0,0,1,0,0,2150,100,50,1,2,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1059.05,235.96567773267063,37179.73313830001,0.3918945383088091
1714.2858,-547658486687e7,42123486,0,0,0,1,0,0,0,0,1,0,0,0,1170,100,36,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0.0830067830430948,1027.4981130441283,0.3714870100621174
1216.0332,-547185568901e7,80117238,0,0,0,1,0,0,0,0,0,0,1,0,850,100,26,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,17.250586358342318,1984.165125937267,0.418138790384055
2144.9299,-546769423033e7,5520255,0,0,0,1,0,0,0,1,0,0,0,0,1530,50,25,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1783.28,73.55313429753703,2428.2250629574555,0.6196275255988908
1292,-545383609941e7,78132983,1,0,0,0,0,0,0,0,0,1,0,0,990,100,26,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1229.67,36.593811681201686,4371.607796982601,0.42048650045323566
5761.9629,-545220443978e7,78132839,0,1,0,0,0,0,0,0,0,1,0,0,1850,100,45,1,1,0.42857143,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,2393.1699,72.11001182925862,2947.4685456790976,0.4170692002903172
1269.87,-544834681231e7,10462942,0,0,1,0,0,0,0,0,0,0,0,1,950,100,56,1,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1177.54,38.291450046931196,1063.1353171374685,0.434175946441424
6e3,-543944039721e7,80117246,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,40,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,33.16818489709062,6809.375050186858,0.33068771374688044
4057.0574,-543686072371e7,42125532,0,0,0,0,1,0,0,0,1,0,0,0,1440,100,39,1,1,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,678.69,-12.646556995549966,12097.624651413375,0.5658966998971435
2941,-543485098967e7,80119328,1,0,0,0,0,0,0,0,0,0,1,0,2270,80,28,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2858.6699,-75.5172441698797,10125.19434029196,0.41896088313049024
2109.8501,-543485098967e7,80119329,1,0,0,0,0,0,0,0,0,0,1,0,1610,100,28,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2027.52,17.657852035045007,3167.3059415823136,0.4041710827698006
8014.3398,-543483573625e7,42124527,0,0,1,0,0,0,0,0,1,0,0,0,2190,100,25,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,2827.3501,189.93075400678399,20212.19993133395,0.4027486943074207
1662.5914,-54246850551e8,5520145,0,0,0,0,1,0,0,1,0,0,0,0,660,100,55,1,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,168.69,67.25439188990748,2213.4411429474585,0.45428296002195523
5e3,-5.4031069023600005e+018,78134330,0,0,0,1,0,0,0,0,0,1,0,0,2340,100,39,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,-42.30477593485815,11361.520454994874,0.3915217200858653
2265.9502,-539634183698e7,80117053,0,0,1,0,0,0,0,0,0,0,1,0,2040,100,53,1,1,0.85714287,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2197.6201,44.925560119765294,18313.226681325985,0.4116868333646584
3982.47,-539143034235e7,42123593,0,1,0,0,0,0,0,0,1,0,0,0,3190,100,45,1,1,0.2857143,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,3670.8201,-11.582000256014492,9417.997900812454,0.39034849178352277
714.28571,-538735322894e7,5522905,0,0,0,1,0,0,0,1,0,0,0,0,380,100,27,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,43.19668516718408,4588.904230020593,0.6492565338722787
1142.8572,-537833112941e7,10464036,0,0,0,1,0,0,0,0,0,0,0,1,510,80,44,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,14.856267082485772,1817.0965206521967,0.3221912906676278
2979.7166,-537600856794e7,42124729,0,0,0,1,0,0,0,0,1,0,0,0,1320,100,45,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,-50.745249808353336,3968.0600205523106,0.3848207650801863
3459.2007,-537600856794e7,42124728,0,0,0,1,0,0,0,0,1,0,0,0,1530,100,45,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,-70.44800958691658,3627.281662177632,0.3748130493904212
3890.7429,-537030825289e7,42124101,1,0,0,0,0,0,0,0,1,0,0,0,1680,100,43,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,908.94,31.071647081956588,10290.971555529033,0.3849042836905177
903.79999,-53677312584e8,78133033,0,1,0,0,0,0,0,0,0,1,0,0,530,100,42,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,779.14001,30.04356299428991,2502.9206878137607,0.46185100928934564
835.11572,-5.3664621385200005e+018,5520213,0,1,0,0,0,0,0,1,0,0,0,0,230,100,30,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,54.5,41.76593033948199,1071.7083121142687,0.6237718027859248
839.85571,-5.3664621385200005e+018,5520212,0,1,0,0,0,0,0,1,0,0,0,0,250,100,30,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,59.240002,30.06864166064776,1614.396674977322,0.6251404935320655
374.09,-535018005817e7,10463100,0,0,0,0,1,0,0,0,0,0,0,1,240,100,50,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,303.76001,12.039750518744503,4681.346872296601,0.4397728047639448
5714.2856,-534910489079e7,5520278,0,0,0,0,1,0,0,1,0,0,0,0,3130,100,50,1,3,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,39.686757688486765,43753.05090321227,0.38312981469400564
3367.8533,-534910489079e7,5514350,0,1,0,0,0,0,0,1,0,0,0,0,1230,100,50,2,3,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,38.97680488281503,4302.917529305577,0.39899399621148135
3162.3601,-534910489079e7,5514348,0,1,0,0,0,0,0,1,0,0,0,0,1140,100,50,2,3,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,69.6581748827662,2889.0484631729005,0.40124781975401097
2888.3694,-534910489079e7,5514349,0,1,0,0,0,0,0,1,0,0,0,0,1020,100,50,2,3,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,53.63348259274356,2411.355419750179,0.40090798579228115
