NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,faltas,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,dummy_choose_same3,dummy_trabajo9,pro_4,reincidence,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-922258806166e7,78133041,0,1,0,0,0,0,0,0,0,1,0,0,1200,100,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.023452395383304035,5.686023823367322e-4,0.5728143694629062
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,1360,100,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.007741744028545272,0.0020991388997978707,0.5767176135297712
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,480,100,45,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.002001459787920828,6.511676060590082e-4,0.4989674703960013
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,380,100,40,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.062197220345588e-4,4.653853489420041e-4,0.5708607838381609
-908821747816e7,80117247,0,0,0,1,0,0,0,0,0,0,1,0,1900,100,72,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0.01287581954230876,7.971323249408329e-4,0.44912484934198266
-908131838248e7,80118911,0,1,0,0,0,0,0,0,0,0,1,0,1200,50,60,0.2857143,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.011718938746807161,2.563750829235647e-4,0.5271412138275954
-907894248321e7,78132608,0,0,1,0,0,0,0,0,0,1,0,0,730,100,48,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.008525114033154958,2.9406444946753114e-4,0.6073564853015068
-907261225358e7,3595411,0,0,1,0,0,0,1,0,0,0,0,0,690,100,33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,-0.009980381517811847,0.002606217897547271,0.5635601546126863
-9.0665660440399995e+018,5514273,0,0,0,0,1,0,0,1,0,0,0,0,50,100,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0.01472887731208706,3.7924371208196243e-4,0.5774921444047496
-906209189113e7,78133514,0,0,0,0,1,0,0,0,0,1,0,0,330,100,27,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0.003082940619893315,0.0010648798059544073,0.6525431816467065
