NombrePignorante,fc_trans,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,num_arms,faltas,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,dummy_choose_same3,dummy_trabajo9,pro_2,reincidence,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-47366448555e8,2314.2856,80119043,1,0,0,0,0,0,0,0,0,0,1,0,540,80,52,1,0.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.020596740082763104,5.568933510090972e-4,0.5133507674055313
-46128203573e8,6004.8398,42126029,0,0,0,1,0,0,0,0,1,0,0,0,4770,100,28,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.02761209355010123,3.9745433658020543e-4,0.5333521639310934
-4.5699114664600003e+018,1799.0499,5522725,0,0,0,1,0,0,0,1,0,0,0,0,1400,100,38,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.031220699165511664,4.1652726941429044e-4,0.6256432744625183
-442119322515e7,819.19,78136234,0,0,1,0,0,0,0,0,0,1,0,0,750,100,27,1,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0025762072517471757,5.7914709774719e-4,0.6018220128937904
-440402621312e7,4094.1602,10462422,0,0,1,0,0,0,0,0,0,0,0,1,3500,100,77,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,-1.3707874726954033e-4,2.1008192636371754e-4,0.4825181796561076
-431529944805e7,8902.75045,5522934.5,0,0,0,0,1,0,0,1,0,0,0,0,2815,100,35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0012143763022913652,0.0011082015057681145,0.5271976526047041
-429702657548e7,1016.65,80116793,1,0,0,0,0,0,0,0,0,0,1,0,850,100,42,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0.013756075094953812,6.124893662038161e-4,0.4691417011154572
-429255857289e7,2218.4202,80117890,0,0,0,0,0,1,0,0,0,0,1,0,1650,20,27,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.015758530730547535,1.8372171154362532e-4,0.5146902826998281
-4.2915713032199997e+018,226.13,3594131,0,0,0,0,0,1,1,0,0,0,0,0,130,80,60,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.008215757403918908,0.0011377557750173132,0.5759244045069173
-42726122422e8,1259.6699,80117023,0,1,0,0,0,0,0,0,0,0,1,0,970,100,46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0.020246081727576113,1.358312466033522e-4,0.5525376185887378
-426742484181e7,2413.6301,3595256,0,0,1,0,0,0,1,0,0,0,0,0,1900,90,52,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.002185757814230298,0.0012373940013149418,0.5020440606682484
-426024860087e7,2142.8572,42122472,0,0,0,0,1,0,0,0,1,0,0,0,3650,70,25,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.0035083486015303872,1.543065571447766e-4,0.5639808974131184
-425415477397e7,5031.0742,3595472,0,0,0,0,0,1,1,0,0,0,0,0,2870,100,29,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,-0.008179885366448897,9.818725449806138e-4,0.5398689405764354
-4220593159e9,2142.8572,80118017,0,0,0,0,0,1,0,0,0,0,1,0,800,100,73,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.005415530259354789,2.76484416178163e-4,0.4781867175700345
-415163812903e7,1318.63,80117218,0,0,1,0,0,0,0,0,0,0,1,0,740,90,41,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.0010787473155002077,2.3750902338585608e-4,0.534760864592997
-410143289929e7,1428.5714,78134412,1,0,0,0,0,0,0,0,0,1,0,0,840,100,39,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0.02657959841602623,2.1703136721067844e-4,0.5150881615417905
-407683868296e7,11656.01,5521302.5,0,0,0,0,1,0,0,1,0,0,0,0,3285,100,27,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.030633651078194886,0.0013286638033551124,0.5344961512399529
-402273180776e7,1285.7142,42125411,0,0,1,0,0,0,0,0,1,0,0,0,730,80,22,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.010298726005130814,0.0012318095313126405,0.601314944325279
-399695655852e7,1619.53,78133844,0,1,0,0,0,0,0,0,0,1,0,0,1050,70,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.01263263573175999,2.2602743102646537e-4,0.49771385652051586
-388300927512e7,6700,42126540,0,0,0,1,0,0,0,0,1,0,0,0,1563.3333333333333,100,40,1,0.2857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0.0363630087717721,3.198911797076359e-4,0.4774490824661846
-386545905811e7,1336.64,42124756,1,0,0,0,0,0,0,0,1,0,0,0,1020,100,38,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.027064898622414065,6.639770718805989e-4,0.49838207610472285
-381738346669e7,1035.714012,42125962,1,0,0,0,0,0,0,0,1,0,0,0,614,100,54,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.02972585508703673,0.001364268415469734,0.46662025193040374
-3.7770104668199997e+018,1600.14,3595426,0,0,1,0,0,0,1,0,0,0,0,0,1240,100,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0.004002277680320271,0.0015645418192717754,0.5498141667016165
-377101944047e7,10617.07,80118580,0,1,0,0,0,0,0,0,0,0,1,0,8850,100,29,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0.00926627083118622,0.001083014763937726,0.48337212934409907
-3.7640252282200003e+018,1714.2858,3595221,1,0,0,0,0,0,1,0,0,0,0,0,1170,100,46,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0.0071287257175002275,0.0013597598864341412,0.5752202732120606
-372825496797e7,3847.3542,80116982,1,0,0,0,0,0,0,0,0,0,1,0,1700,80,50,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0.01245247044395322,7.891037799880084e-5,0.5150397516955327
-368571512147e7,1e3,42125582,0,1,0,0,0,0,0,0,1,0,0,0,530,60,72,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0.028691956413414998,6.244965773325701e-4,0.5500038194306422
-3.6544874671000003e+018,379.62,42123878,0,0,0,0,1,0,0,0,1,0,0,0,270,90,44,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.013714571294576653,3.5633322347137657e-4,0.6115616890289727
-362330808923e7,3900,5514134,0,0,0,1,0,0,0,1,0,0,0,0,910,80,35,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.023180747694137735,0.0017751902009460142,0.5690782639829821
-361999362735e7,285.71429,80118893,0,1,0,0,0,0,0,0,0,0,1,0,1260,100,37,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.004691331234080956,1.9054530060472804e-4,0.5368823146776915
-3.5880392384199997e+018,743.82001,80117066,0,0,0,1,0,0,0,0,0,0,1,0,550,100,35,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.01321504978277963,0.0011851759021767984,0.5048989396764167
-3.5444384270599997e+018,18571.428,10463985,0,0,1,0,0,0,0,0,0,0,0,1,7230,100,36,1,0.42857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0.002442743744985953,2.020455883328026e-4,0.43602953273951106
-352618759043e7,4144.9102,3591892,0,0,0,1,0,0,1,0,0,0,0,0,3340,100,56,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.014698017219824368,0.0010960356787143685,0.5000202276498701
-3.4566546627000003e+018,3908.7451499999997,78133953.5,0,0,0,0,1,0,0,0,0,1,0,0,3225,95,50,1,0.071428575,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0030590531896026382,0.001256437822038201,0.5481642649760896
-34086982848e8,1819.39,10463848,0,0,0,1,0,0,0,0,0,0,0,1,1460,90,47,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0.01625305841372801,3.6099529951211755e-4,0.4393841626453977
-336582854939e7,2133.54955,42124925.5,1,0,0,0,0,0,0,0,1,0,0,0,545,90,38,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.01192547789800703,2.5811003327778665e-4,0.5785267921546309
-3.3390529274599997e+018,428.57144,10463515,0,1,0,0,0,0,0,0,0,0,0,1,2340,100,29,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.013471351642182123,9.544318454957143e-4,0.42974506503695525
-331391147007e7,2e3,42125628,0,0,0,0,1,0,0,0,1,0,0,0,990,100,23,1,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.012620068079058923,2.572077328387363e-4,0.6241384363970162
-326168246943e7,571.42859,80116859,0,0,1,0,0,0,0,0,0,0,1,0,250,50,22,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.013501849603196057,0.0014249161397578427,0.6227198063844761
-325296444985e7,1357.6729,3594100,0,0,0,1,0,0,1,0,0,0,0,0,760,100,72,1,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.010226526428615788,0.001170319989116762,0.5075403537582686
-323428710555e7,2665.6702,10463075,0,0,0,1,0,0,0,0,0,0,0,1,2590,100,30,1,0.14285715,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0.015150051638690662,3.8738749586382705e-4,0.402143011365808
-322133578972e7,1404.2522,3595248,0,0,1,0,0,0,1,0,0,0,0,0,370,80,48,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.014762627267874922,0.0023727729570725037,0.531134159900369
-320796435369e7,14285.714,5514277,0,0,0,0,1,0,0,1,0,0,0,0,8270,100,70,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.010668150736594639,5.432889205812494e-4,0.4755397794182074
-317805075308e7,1106.13,42124761,1,0,0,0,0,0,0,0,1,0,0,0,830,100,51,2,0.42857143,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.02788049172530483,3.89155893281109e-4,0.5152014757862801
-316839821229e7,500,5521296,0,0,0,1,0,0,0,1,0,0,0,0,450,80,32,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.04572331817211007,0.001111927156522593,0.6186696385105654
-312218527432e7,2546.21,3592124,0,0,1,0,0,0,1,0,0,0,0,0,2e3,100,75,1,0.14285715,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.006324185512277289,0.0019463349975877191,0.5461678945945259
-308500721848e7,3477.5837,42125106,0,0,1,0,0,0,0,0,1,0,0,0,830,90,58,1,0.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0.006935611321866686,3.0260497823510267e-4,0.5261263555103828
-308357473723e7,2857.1428,78134209,0,0,0,0,0,1,0,0,0,1,0,0,1030,100,35,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.008702328910463986,0.0010696194439699948,0.4762648473630008
-299652046703e7,933.03857,78135021,0,0,0,0,0,1,0,0,0,1,0,0,450,100,33,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.01947578000819577,0.0012925413426118112,0.5952253915441127
-292531447467e7,2576.326666666667,42125789,0,0,0,0,1,0,0,0,1,0,0,0,2036.6666666666667,100,55,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0.011118082863005994,7.131605564414581e-4,0.5909977209721162
-292429439616e7,27142.857,5522731,0,0,0,1,0,0,0,1,0,0,0,0,13210,100,32,1,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0.035776541578444995,7.554428210071314e-4,0.48802609570938354
-290842361101e7,976.59283,5514146,0,0,0,0,1,0,0,1,0,0,0,0,200,90,20,1,0.14285715,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.022806447240177406,3.4010572743419236e-4,0.636723926020634
-2.8703235971800003e+018,2142.7485,78135033,0,1,0,0,0,0,0,0,0,1,0,0,460,100,41,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0.03326012900932557,3.87496500223722e-4,0.5662097845277483
-286537029447e7,5354.2871,80118641,0,0,1,0,0,0,0,0,0,0,1,0,2100,90,41,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0.015419674048479416,3.6290765682981286e-4,0.5134454166592061
-2.8589588681400003e+018,714.28571,5514240,0,0,1,0,0,0,0,1,0,0,0,0,4560,100,30,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0.014693506670423701,8.447572501565669e-4,0.5712687936567775
-285629382431e7,5734.2798999999995,80117068.5,0,0,0,1,0,0,0,0,0,0,1,0,1200,80,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.027334749402683278,1.7789773477619193e-4,0.47433912768112396
-284785254273e7,1703.2443,78133824,0,1,0,0,0,0,0,0,0,1,0,0,530,100,52,1,0.71428573,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0.02705895872403689,2.4714361815960815e-4,0.4933628255186022
-279371696609e7,739.82001,78133710,0,0,0,1,0,0,0,0,0,1,0,0,440,100,29,1,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.028634575600876462,0.0011804307326764621,0.5789825799296022
-2.7830620216199997e+018,471.37,78133249,1,0,0,0,0,0,0,0,0,1,0,0,330,100,56,2,0.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0.012416509401097689,5.96129375416703e-4,0.5018052624544368
-275220761813e7,7637.5439,80117717,1,0,0,0,0,0,0,0,0,0,1,0,3100,100,43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0.007201017794881319,1.1651563013681347e-4,0.4797515444313464
-270598192475e7,3033.8582,42126018,0,0,0,1,0,0,0,0,1,0,0,0,990,100,31,1,0.71428573,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.0240422005884213,5.800311227084364e-4,0.5240848282834715
-270207908303e7,1849.504345,10462520.5,0,0,0,0,1,0,0,0,0,0,0,1,825,100,43,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0.0245190785439688,1.6391694673764158e-4,0.41974983665252064
-266927571753e7,1918.4299,78134440,1,0,0,0,0,0,0,0,0,1,0,0,1500,100,24,1,0.42857143,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.014087272294418307,1.2943452150760435e-4,0.5793775035733727
-25747697878e8,4579.4402,42123791.5,0,0,1,0,0,0,0,0,1,0,0,0,2960,100,64,1,0.14285715,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-0.0022664700190780603,2.7454876625532503e-4,0.5294322139143215
-250833924579e7,714.28571,42122453,0,0,0,0,1,0,0,0,1,0,0,0,980,100,40,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.009104187875621074,7.760334899927137e-4,0.5518119013289718
-2.4796933398200003e+018,30347.7172,5522739,0,0,0,0,1,0,0,1,0,0,0,0,7720,100,53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.015588655089410923,7.504339657121573e-4,0.4924042168450398
-2.4674031710599997e+018,1428.5714,78136139,0,0,1,0,0,0,0,0,0,1,0,0,620,50,37,1,0.42857143,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.012868680648663219,5.653149028569075e-4,0.5265736643672879
-241159058496e7,8705.5107,80117540,1,0,0,0,0,0,0,0,0,0,1,0,2710,100,50,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.014887388980286301,0.0023809895667079705,0.5040201693607504
-240413201189e7,2083.9473,80116848,0,0,1,0,0,0,0,0,0,0,1,0,870,100,46,1,0.42857143,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0.018195435112000606,4.958129104731943e-4,0.5710675062852244
-240004152271e7,2660.1400666666664,42125779,0,0,0,0,1,0,0,0,1,0,0,0,2226.6666666666665,100,54,1,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.003934372769692352,9.417860289570018e-4,0.5205670537860781
-238290069791e7,1472.17,78134210,0,0,0,0,0,1,0,0,0,1,0,0,910,50,36,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0.012351167738217783,0.001020184914568762,0.4818182403129628
-237600376265e7,1438.09525,80117549,0,1,0,0,0,0,0,0,0,0,1,0,990,100,32,1,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.012189818773569954,4.1702954210952743e-4,0.5218303647724577
-2.2329972894499999e+018,5112.624,78134323,0,0,1,0,0,0,0,0,0,1,0,0,1230,100,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.010113650450914008,2.968128692139773e-4,0.5018078045916494
-215673734206e7,550.19,42123663,0,0,0,1,0,0,0,0,1,0,0,0,280,100,46,1,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0.03307934657177913,3.199994598984488e-4,0.5444430545159612
-2.1271398540300001e+018,2571.4285,10464069,0,0,0,0,0,1,0,0,0,0,0,1,1420,100,32,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0.028711053963527897,0.0011472172883497537,0.4916320034218786
-210489635654e7,2192.6301,3595257,0,0,1,0,0,0,1,0,0,0,0,0,2090,80,74,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.005194357479923105,7.061419857447279e-4,0.5295559076364744
-2.0786507273100001e+018,1397.1599,80117883,0,0,0,0,0,1,0,0,0,0,1,0,1220,100,51,1,0.5714286,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.015170109041562943,3.1295183305600103e-4,0.5384668531971786
-204814931612e7,830.83002,80117526,1,0,0,0,0,0,0,0,0,0,1,0,620,100,49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.02562783000098677,4.936494950069611e-4,0.49152039304319617
-194062076338e7,8035.3599,5524525,0,0,1,0,0,0,0,1,0,0,0,0,7300,80,55,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.01051835207419058,0.001524571802210829,0.5078675863478843
-1.9387948468300001e+018,3185.9399,78135045,0,1,0,0,0,0,0,0,0,1,0,0,2480,100,22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,-9.36605025869337e-4,2.726916342826337e-4,0.555774481944613
-193837903994e7,4500,42124880.5,0,0,0,0,1,0,0,0,1,0,0,0,1050,80,32,1,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0.017630073726590298,4.1384385137859463e-4,0.5527042333821323
-193698138098e7,720.07001,3595819,0,0,1,0,0,0,1,0,0,0,0,0,550,100,34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0.03619095029973735,0.0012961261410724177,0.6159240068023407
-1.9124048749299999e+018,1740.6801,78133236,1,0,0,0,0,0,0,0,0,1,0,0,1130,100,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.02013192654579921,2.1380856413567883e-4,0.5703723366532006
