NombrePignorante,fc_trans,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,num_arms,faltas,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,dummy_choose_same3,dummy_trabajo9,pro_2,reincidence,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-6.9869559220400005e+018,3890.7986,78132682,0,0,0,0,1,0,0,0,0,1,0,0,2450,100,65,2,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0.022068436213448686,3.1613054065424937e-4,0.5257283926852815
-693622653622e7,8110.3413,80117888,0,0,0,0,0,1,0,0,0,0,1,0,1500,100,55,1,0.42857143,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.010000076145239923,3.2705806659734545e-4,0.44914745019243535
-692286284649e7,1428.5714,3594084,0,0,0,1,0,0,1,0,0,0,0,0,3750,75,62,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.015218393064913046,0.0021305448252738907,0.5139240122872075
-683164243877e7,1311.64,78132695,0,0,0,0,1,0,0,0,0,1,0,0,1010,100,19,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0.018000167512002237,5.038307939860682e-4,0.5472610138360849
-679956428402e7,2296.21,80117896,0,0,0,0,0,1,0,0,0,0,1,0,1990,100,55,2,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,-0.0019171140431838234,1.6262735029228404e-4,0.5694843254993689
-679660797731e7,1481.85,80117882,0,0,0,0,0,1,0,0,0,0,1,0,1110,70,42,2,0.2857143,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0.017736224747702683,5.866756263733741e-4,0.5485714550258157
-677922675783e7,428.57144,42125176,0,0,0,0,0,1,0,0,1,0,0,0,100,100,27,1,0.14285715,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0.01544105091227361,6.616107432538773e-4,0.6412094032103798
-668935883311e7,1376.22,42124758,1,0,0,0,0,0,0,0,1,0,0,0,1060,100,42,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.01809997725213368,2.5910628908319537e-4,0.5432916743858037
-66877037645e8,1285.7142,10463921,0,0,0,1,0,0,0,0,0,0,0,1,1170,100,20,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.02089887577931502,9.928711931637849e-4,0.45294521144551353
-665716813885e7,214.28572,80117220,0,0,1,0,0,0,0,0,0,0,1,0,150,70,21,1,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0.020550211272701388,0.0013160465007331645,0.5734331356831799
-659658848121e7,1723.9082,42123983,0,1,0,0,0,0,0,0,1,0,0,0,510,100,42,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.021833848309091217,8.369877848378798e-4,0.46971674338799124
-657192623851e7,1300.670015,42125884.5,0,0,0,1,0,0,0,0,1,0,0,0,1005,100,32,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.02413278530171392,6.749314119947593e-4,0.5563391395599919
-654623562493e7,5142.8569,80117804,0,0,1,0,0,0,0,0,0,0,1,0,1200,100,28,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0031615590661515248,2.972223529764226e-4,0.5531034532112193
-652997070063e7,21428.572,78132680,0,0,0,0,1,0,0,0,0,1,0,0,13760,70,64,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0.007095957466800057,1.7165850719536268e-4,0.5111872930539609
-64602614319e8,5964.8911,5520277,0,0,0,0,1,0,0,1,0,0,0,0,2010,50,70,1,0.42857143,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0.01196712295728425,0.0011147253401762528,0.5327556407495506
-644941144211e7,21428.572,10463980,0,0,1,0,0,0,0,0,0,0,0,1,8180,100,35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0.006851065899323023,5.211355214190431e-4,0.4340139384143164
-6.4403088549199995e+018,1248.2666333333334,78136229,0,0,1,0,0,0,0,0,0,1,0,0,760,90,20,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0.013310854657677946,5.533230411347418e-4,0.585084232547858
-642472980751e7,448.40997,3591858,0,1,0,0,0,0,1,0,0,0,0,0,300,80,56,1,0.85714287,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,-0.0025796687454898905,7.786062344346109e-4,0.5314309289650156
-6.4121658765199995e+018,1070.7,5520234,0,0,1,0,0,0,0,1,0,0,0,0,910,100,62,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.02938556683621555,0.0013844261273751074,0.5746992740353043
-6.3874490137999995e+018,1340.64,3590996,0,0,1,0,0,0,1,0,0,0,0,0,730,100,29,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.008833050159099907,0.00275013406170224,0.5630599636113486
-634406038855e7,1414.2858,80117723,1,0,0,0,0,0,0,0,0,0,1,0,330,80,43,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.021389769128727764,0.0011718402807309712,0.518912602591709
-628292062455e7,1302.3602,42123860,0,0,0,1,0,0,0,0,1,0,0,0,100,50,52,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0.019668738201056253,0.0011170973906810538,0.566324279567051
-628079473709e7,1107.3314,80115963,0,1,0,0,0,0,0,0,0,0,1,0,300,100,49,1,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0.02293920661279461,3.216926225655427e-4,0.5072466738507653
-622858867552e7,3606.7002,42123993,0,1,0,0,0,0,0,0,1,0,0,0,3160,100,51,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.022493364712019206,5.220690872963292e-4,0.5342716184364448
-620920543129e7,5398.0244,80117200,0,0,1,0,0,0,0,0,0,0,1,0,2090,100,58,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0.005124249679548081,8.2933131803377e-4,0.577553678941672
-619877497743e7,1331.62,42124032,0,0,0,1,0,0,0,0,1,0,0,0,1020,100,55,1,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0.02221544655524933,3.342639262994517e-4,0.5559112460849175
-618402695125e7,2217.6101,80118409,1,0,0,0,0,0,0,0,0,0,1,0,1740,100,50,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.026190140885734063,2.378785326179077e-4,0.5608827379300094
-617857593025e7,4536.487283333333,78133225.5,1,0,0,0,0,0,0,0,0,1,0,0,1230,90,44,1,0.42857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.02825305882559173,2.0982083883367016e-4,0.5368791466241806
-615209653335e7,2961.1602,10463126,0,0,0,0,0,1,0,0,0,0,0,1,2370,100,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.011076074517428048,3.7753671209365524e-4,0.4315825147400024
-612567215933e7,1167.9299,42125248,0,0,1,0,0,0,0,0,1,0,0,0,1e3,100,74,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.005044990371467703,3.8125085151598795e-4,0.5459756842038012
-611094419655e7,4285.7144,80118348,0,0,0,0,1,0,0,0,0,0,1,0,1390,100,61,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0.004823542145077645,4.5735819652641796e-4,0.5246813174291126
-610433838417e7,1074.0499,3595246,0,0,1,0,0,0,1,0,0,0,0,0,950,100,58,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-6.040198779301437e-4,7.539330672043013e-4,0.5568391203756429
-609952323344e7,7813.2402,78133884,0,0,1,0,0,0,0,0,0,1,0,0,7110,100,37,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0.005885771774052768,3.4358664966285845e-4,0.5325481799699164
-6.0979511313200005e+018,4671.4287,80116974,1,0,0,0,0,0,0,0,0,0,1,0,1090,100,38,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0169648366227475,3.03305474189131e-4,0.5050272712404059
-6.0846402518000005e+018,3117.72,80118047,1,0,0,0,0,0,0,0,0,0,1,0,1830,100,29,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.005144504518268864,3.164106683592054e-4,0.5243339039362341
-601386960982e7,3359.9897,78132699,0,0,0,0,1,0,0,0,0,1,0,0,2230,100,22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,-0.0013123061293767425,3.61399784299344e-4,0.560267634346946
-600058145008e7,2799.6514,5522761,0,0,0,0,0,1,0,1,0,0,0,0,880,100,39,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0.029431262779153086,6.924446927834907e-4,0.6179494343192063
-599755854889e7,6614.6201,42123817,0,0,1,0,0,0,0,0,1,0,0,0,5890,90,61,1,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.68608895661523e-4,2.9649164927175134e-4,0.5203370266014103
-596668958725e7,442.07999,78132945,0,0,0,0,0,1,0,0,0,1,0,0,350,100,42,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.02134315085444523,0.002256293930894661,0.5446096410480621
-594994010584e7,4988.9658,42123893,0,0,0,0,1,0,0,0,1,0,0,0,1940,100,36,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,-0.003834483680525825,6.998719473095883e-4,0.5600913888525444
-593745990963e7,7142.8569,42124953,1,0,0,0,0,0,0,0,1,0,0,0,4450,100,41,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.007115090247675877,6.48979396306577e-4,0.5278348391881369
-592654701299e7,5737.1631,42124949,1,0,0,0,0,0,0,0,1,0,0,0,1110,100,57,1,0.14285715,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.009928333707295858,4.637286703423394e-4,0.530031317959806
-5.9117442481999995e+018,138.64,42123660,0,0,0,1,0,0,0,0,1,0,0,0,70,100,43,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0.011792366541849704,3.5562605794079685e-4,0.5562548411440881
-5.9070515181199995e+018,3571.4285,5522708,0,0,1,0,0,0,0,1,0,0,0,0,1610,50,40,1,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.015708216602037042,0.0010062508922563363,0.6062787743825098
-590470869034e7,3314.1472,78132475,0,0,0,0,1,0,0,0,0,1,0,0,760,100,42,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.012662368091601336,0.0012562625471538148,0.5211981924836375
-590280379543e7,3773.2813,80117788,0,0,1,0,0,0,0,0,0,0,1,0,1970,100,47,1,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.01423817132875482,4.3738687394955287e-4,0.5197377755268513
-573619841687e7,4285.7144,3591901,0,0,0,1,0,0,1,0,0,0,0,0,1610,100,45,1,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0.027798541100007772,0.0014750529405301895,0.5028504618039245
-5.6791972966000005e+018,1714.2858,3594092,0,0,0,1,0,0,1,0,0,0,0,0,400,100,61,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0.026356953561493566,2.233260133920077e-4,0.5400717428763172
-566752092613e7,1872.2001,80117067,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,39,1,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.038930526529056625,3.6099018659458e-4,0.5351000257464912
-565419324693e7,2165.1902,10464304,1,0,0,0,0,0,0,0,0,0,0,1,2e3,100,38,1,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0.007806680277554898,6.920449061679365e-4,0.4610716017032896
-564555476208e7,835.95001,80116979,1,0,0,0,0,0,0,0,0,0,1,0,640,100,60,2,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.010360539302562989,0.0010415819713382073,0.5128964178374332
-563773852184e7,3153.01,10464303,1,0,0,0,0,0,0,0,0,0,0,1,2660,100,61,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0.002854644327077297,2.2781490365651722e-4,0.4289416852208693
-562637701216e7,1142.8572,78134030,0,1,0,0,0,0,0,0,0,1,0,0,510,50,39,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.019585178299100153,1.6777068754904399e-4,0.49822851844909366
-562313299875e7,1428.5714,5514154,0,0,0,0,1,0,0,1,0,0,0,0,1340,50,27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0.02188017577580734,0.0014210765778342705,0.5957104550377297
-556062306618e7,5327.3301,80118595,0,1,0,0,0,0,0,0,0,0,1,0,4510,90,84,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0034179757506711587,1.3779930026654766e-4,0.4819934373966202
-555878977304e7,1883.85,42124872,0,0,0,0,1,0,0,0,1,0,0,0,1320,100,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.019125774634552197,3.316301146466725e-4,0.5657611583079923
-548451081742e7,2263.7344,10463070,0,0,1,0,0,0,0,0,0,0,0,1,690,100,50,2,0.85714287,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0.011761800589788401,0.0011566600731788296,0.42998434952363035
-547185568901e7,1216.0332,80117238,0,0,0,1,0,0,0,0,0,0,1,0,850,100,26,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.017137518200778905,7.761164616473665e-4,0.5423281605644802
-546769423033e7,2144.9299,5520255,0,0,0,1,0,0,0,1,0,0,0,0,1530,50,25,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0.03556595064203752,1.637613420754628e-4,0.6064226279310306
-543944039721e7,6e3,80117246,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.024483137852712295,4.9530400409369e-4,0.5092267323227966
-54246850551e8,1662.5914,5520145,0,0,0,0,1,0,0,1,0,0,0,0,660,100,55,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.022703163414219425,0.0020653770697069964,0.5787656328602894
-5.4031069023600005e+018,5e3,78134330,0,0,0,1,0,0,0,0,0,1,0,0,2340,100,39,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0.027920232934294048,4.2416952842456654e-4,0.49477436285288157
-538735322894e7,714.28571,5522905,0,0,0,1,0,0,0,1,0,0,0,0,380,100,27,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.024871189520055674,8.796430380982654e-4,0.6554905401408607
-533846407687e7,2857.1428,78134348,0,0,0,1,0,0,0,0,0,1,0,0,860,100,31,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.01699778406452603,8.227905069007896e-4,0.49601895001529095
-529831140785e7,1071.4286,10462035,0,0,0,1,0,0,0,0,0,0,0,1,250,100,34,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.02583738398327504,4.0660880191261507e-4,0.4602720283540331
-52692462268e8,1432.6001,5514395,0,0,0,1,0,0,0,1,0,0,0,0,950,100,46,1,0.2857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.022019999428087432,5.622972512879555e-4,0.6172989223034296
-518933869966e7,1860.9037,10463542,0,0,0,0,0,1,0,0,0,0,0,1,570,90,30,1,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.021979009175489866,1.4908394640017475e-4,0.4355066551402116
-518030477304e7,2561.27,78134435,1,0,0,0,0,0,0,0,0,1,0,0,2010,75,18,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.007848464985733812,6.384663643841234e-4,0.5443222171639276
-5.1704132865999995e+018,617.074024,3595399,0,0,1,0,0,0,1,0,0,0,0,0,426,90,41,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.00888808354822489,0.002486922984485605,0.558570775868103
-511099032974e7,7288.2207,42125589.5,0,1,0,0,0,0,0,0,1,0,0,0,1502.5,100,48,1,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0.01561654826889598,3.8680291443535074e-4,0.46386711032136996
-510070299587e7,2935.4350999999997,42123995.5,0,1,0,0,0,0,0,0,1,0,0,0,2270,80,39,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0.011530405869021374,6.165108890251286e-4,0.5179805538679596
-509855637711e7,4123.940549999999,42125795.5,0,0,0,0,1,0,0,0,1,0,0,0,1460,90,29,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.004178160604337216,4.6976135310996896e-4,0.5878268725643099
-50395388388e8,4e3,78132698,0,0,0,0,1,0,0,0,0,1,0,0,1950,100,26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0.01719413159592963,7.134180095826904e-4,0.5490050609077226
-5.0336365345999995e+018,1183.0601,78132888,0,0,0,1,0,0,0,0,0,1,0,0,720,100,23,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.03281911019596126,8.740312280661594e-4,0.5562800346094359
-497660457067e7,5227.2002,78134804.5,0,0,0,0,0,1,0,0,0,1,0,0,4472.5,100,32,1,0.2857143,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.008015776415567156,4.656493753189693e-4,0.5203393905213323
-496572786726e7,1290.1063,78133831,0,1,0,0,0,0,0,0,0,1,0,0,580,90,36,1,0.85714287,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0.015198062461366459,4.4186509743102787e-4,0.5348345820408026
-494584490163e7,1694.59665,5522898.333333333,0,0,0,1,0,0,0,1,0,0,0,0,1280,100,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.04453525657243156,9.702720837859071e-4,0.6727783207222742
-488700925957e7,605.39001,5514242,0,0,0,1,0,0,0,1,0,0,0,0,500,100,21,1,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0.0298959725572253,4.439739665236108e-4,0.6373924224381391
-4.8847462384399995e+018,1428.5714,80118353,0,0,0,0,1,0,0,0,0,0,1,0,800,100,25,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.012947307558288526,2.4620787740095974e-4,0.5708166655952264
-486084752801e7,6344.4669,42122458,0,0,0,0,1,0,0,0,1,0,0,0,1124,100,63,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.003725960529768549,3.1061846042838235e-4,0.5073238871568037
-48410495788e8,2965.8,78133952,0,0,0,0,1,0,0,0,0,1,0,0,2340,100,60,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2.0411281065982854e-4,6.922463588828677e-4,0.49072716066494426
-4.8132288297200005e+018,2857.1428,10462036,0,0,0,1,0,0,0,0,0,0,0,1,880,100,26,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.01990296042222846,9.108734375773897e-4,0.3945356339070072
-479011972281e7,581.89001,3594026,0,1,0,0,0,0,1,0,0,0,0,0,480,90,57,1,0.5714286,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0.002352572962517143,4.930381953923587e-4,0.5137284868696922
